"gmDateTime","teamLoc","teamAbbr","opptAbbr","gameID","lineupID","opptlineupID","timeSincePrev","city_played","lat","long","distSincePrev","oppt_timeSincePrev","oppt_distSincePrev"
2018-10-25 20:00:00,"Away","BOS","OKC","2018-10-25-BOSxOKC","2018-10-25-BOS","2018-10-25-OKC",3.02083333333333,"Oklahoma City",35.47,-97.51,27.366347947799,4.04166666666667,0
2018-10-27 19:00:00,"Away","BOS","DET","2018-10-27-BOSxDET","2018-10-27-BOS","2018-10-27-DET",1.95833333333333,"Detroit",42.38,-83.1,15.9811201109309,2,0
2018-10-30 19:30:00,"Home","BOS","DET","2018-10-30-BOSxDET","2018-10-30-BOS","2018-10-30-DET",3.02083333333333,"Boston",42.34,-71.02,12.080066224984,3.02083333333333,12.080066224984
2018-11-01 20:00:00,"Home","BOS","MIL","2018-11-1-BOSxMIL","2018-11-1-BOS","2018-11-1-MIL",2.02083333333333,"Boston",42.34,-71.02,0,3,16.9652851434923
2018-11-03 19:00:00,"Away","BOS","IND","2018-11-3-BOSxIND","2018-11-3-BOS","2018-11-3-IND",1.95833333333333,"Indianapolis",39.78,-86.15,15.3450480611825,0.958333333333333,2.56602805908276
2018-11-05 21:00:00,"Away","BOS","DEN","2018-11-5-BOSxDEN","2018-11-5-BOS","2018-11-5-DEN",2.08333333333333,"Denver",39.77,-104.87,18.72000267094,2,0
2018-11-08 21:00:00,"Away","BOS","PHO","2018-11-8-BOSxPHO","2018-11-8-BOS","2018-11-8-PHO",3,"Phoenix",33.54,-112.07,9.52118164935424,2,0
2018-11-09 21:30:00,"Away","BOS","UTA","2018-11-9-BOSxUTA","2018-11-9-BOS","2018-11-9-UTA",1.02083333333333,"Salt Lake City",40.78,-111.93,7.2413534646501,2.02083333333333,0
2018-11-11 21:00:00,"Away","BOS","POR","2018-11-11-BOSxPOR","2018-11-11-BOS","2018-11-11-POR",1.97916666666667,"Portland",45.54,-122.66,11.7384198255131,2.95833333333333,0
2018-11-14 19:30:00,"Home","BOS","CHI","2018-11-14-BOSxCHI","2018-11-14-BOS","2018-11-14-CHI",2.9375,"Boston",42.34,-71.02,51.7390529484257,1.97916666666667,16.6675013124343
2018-11-16 19:00:00,"Home","BOS","TOR","2018-11-16-BOSxTOR","2018-11-16-BOS","2018-11-16-TOR",1.97916666666667,"Boston",42.34,-71.02,0,1.97916666666667,8.46201512643413
2018-11-17 19:30:00,"Home","BOS","UTA","2018-11-17-BOSxUTA","2018-11-17-BOS","2018-11-17-UTA",1.02083333333333,"Boston",42.34,-71.02,0,1.02083333333333,4.72451055666087
2018-11-19 19:00:00,"Away","BOS","CHO","2018-11-19-BOSxCHO","2018-11-19-BOS","2018-11-19-CHO",1.97916666666667,"Charlotte",35.2,-80.83,12.1332477103206,2,0
2018-11-21 19:30:00,"Home","BOS","NYK","2018-11-21-BOSxNYK","2018-11-21-BOS","2018-11-21-NYK",2.02083333333333,"Boston",42.34,-71.02,12.1332477103206,1,3.36382223073694
2018-11-23 19:30:00,"Away","BOS","ATL","2018-11-23-ATLxBOS","2018-11-23-BOS","2018-11-23-ATL",2,"Atlanta",33.76,-84.42,15.9115178408598,2,0
2018-11-24 20:30:00,"Away","BOS","DAL","2018-11-24-BOSxDAL","2018-11-24-BOS","2018-11-24-DAL",1.04166666666667,"Dallas",32.79,-96.77,12.3880345495159,3,0
2018-11-26 20:00:00,"Away","BOS","NOP","2018-11-26-BOSxNOP","2018-11-26-BOS","2018-11-26-NOP",1.97916666666667,"New Orleans",30.07,-89.93,7.36097819586499,2,15.6465235755423
2018-11-30 19:00:00,"Home","BOS","CLE","2018-11-30-BOSxCLE","2018-11-30-BOS","2018-11-30-CLE",3.95833333333333,"Boston",42.34,-71.02,22.5419830538487,1.95833333333333,27.366347947799
2018-12-01 20:00:00,"Away","BOS","MIN","2018-12-1-BOSxMIN","2018-12-1-BOS","2018-12-1-MIN",1.04166666666667,"Minneapolis",44.96,-93.27,22.4037251366821,3,0
2018-12-06 20:00:00,"Home","BOS","NYK","2018-12-6-BOSxNYK","2018-12-6-BOS","2018-12-6-NYK",5,"Boston",42.34,-71.02,22.4037251366821,3.02083333333333,3.36382223073694
2018-12-08 20:00:00,"Away","BOS","CHI","2018-12-8-BOSxCHI","2018-12-8-BOS","2018-12-8-CHI",2,"Chicago",41.84,-87.68,16.6675013124343,1,0
2018-12-10 19:30:00,"Home","BOS","NOP","2018-12-10-BOSxNOP","2018-12-10-BOS","2018-12-10-NOP",1.97916666666667,"Boston",42.34,-71.02,16.6675013124343,1.16666666666667,12.080066224984
2018-12-12 19:00:00,"Away","BOS","WAS","2018-12-12-BOSxWAS","2018-12-12-BOS","2018-12-12-WAS",1.97916666666667,"Washington",38.91,-77.02,6.91121552261251,2,9.17135758762029
2018-12-14 19:00:00,"Home","BOS","ATL","2018-12-14-ATLxBOS","2018-12-14-BOS","2018-12-14-ATL",2,"Boston",42.34,-71.02,6.91121552261251,1.9375,27.4638853769819
2018-12-15 19:00:00,"Away","BOS","DET","2018-12-15-BOSxDET","2018-12-15-BOS","2018-12-15-DET",1,"Detroit",42.38,-83.1,12.080066224984,3,7.53029215900685
2018-12-19 19:30:00,"Home","BOS","PHO","2018-12-19-BOSxPHO","2018-12-19-BOS","2018-12-19-PHO",4.02083333333333,"Boston",42.34,-71.02,12.080066224984,2,3.36382223073694
2018-12-21 20:00:00,"Home","BOS","MIL","2018-12-21-BOSxMIL","2018-12-21-BOS","2018-12-21-MIL",2.02083333333333,"Boston",42.34,-71.02,0,2,16.9652851434923
2018-12-23 18:00:00,"Home","BOS","CHO","2018-12-23-BOSxCHO","2018-12-23-BOS","2018-12-23-CHO",1.91666666666667,"Boston",42.34,-71.02,0,1.95833333333333,12.1332477103206
2018-12-25 17:30:00,"Home","BOS","PHI","2018-12-25-BOSxPHI","2018-12-25-BOS","2018-12-25-PHI",1.97916666666667,"Boston",42.34,-71.02,0,2.91666666666667,4.72451055666087
2018-12-27 20:00:00,"Away","BOS","HOU","2018-12-27-BOSxHOU","2018-12-27-BOS","2018-12-27-HOU",2.10416666666667,"Houston",29.77,-95.39,27.4208278503768,2.20833333333333,0
2018-12-29 20:00:00,"Away","BOS","MEM","2018-12-29-BOSxMEM","2018-12-29-BOS","2018-12-29-MEM",2,"Memphis",35.11,-90.01,7.58023746329889,3,0
2018-12-31 19:00:00,"Away","BOS","SAS","2018-12-31-BOSxSAS","2018-12-31-BOS","2018-12-31-SAS",1.95833333333333,"San Antonio",29.46,-98.51,10.2064930313992,1.85416666666667,20.4360588176879
2019-01-02 20:00:00,"Home","BOS","MIN","2019-1-2-BOSxMIN","2019-1-2-BOS","2019-1-2-MIN",2.04166666666667,"Boston",42.34,-71.02,30.3577749514025,2,22.5419830538487
2019-01-04 19:30:00,"Home","BOS","DAL","2019-1-4-BOSxDAL","2019-1-4-BOS","2019-1-4-DAL",1.97916666666667,"Boston",42.34,-71.02,0,2.02083333333333,12.1332477103206
2019-01-07 19:30:00,"Home","BOS","BRK","2019-1-7-BOSxBRK","2019-1-7-BOS","2019-1-7-BRK",3,"Boston",42.34,-71.02,0,1.16666666666667,16.6675013124343
2019-01-09 19:00:00,"Home","BOS","IND","2019-1-9-BOSxIND","2019-1-9-BOS","2019-1-9-IND",1.97916666666667,"Boston",42.34,-71.02,0,1,10.6946341685913
2019-01-10 19:00:00,"Away","BOS","MIA","2019-1-10-BOSxMIA","2019-1-10-BOS","2019-1-10-MIA",1,"Miami",25.78,-80.21,18.9391050474937,1.97916666666667,0
2019-01-12 19:00:00,"Away","BOS","ORL","2019-1-12-BOSxORL","2019-1-12-BOS","2019-1-12-ORL",2,"Orlando",28.5,-81.37,2.9570255325242,2.91666666666667,32.9349662213277
2019-01-14 19:30:00,"Away","BOS","BRK","2019-1-14-BOSxBRK","2019-1-14-BOS","2019-1-14-BRK",2.02083333333333,"New York",40.67,-73.94,14.2588148175085,3,6.20274132944458
2019-01-16 20:00:00,"Home","BOS","TOR","2019-1-16-BOSxTOR","2019-1-16-BOS","2019-1-16-TOR",2.02083333333333,"Boston",42.34,-71.02,3.36382223073694,3.29166666666667,6.91121552261251
2019-01-18 19:00:00,"Home","BOS","MEM","2019-1-18-BOSxMEM","2019-1-18-BOS","2019-1-18-MEM",1.95833333333333,"Boston",42.34,-71.02,0,1.95833333333333,20.319768699471
2019-01-19 19:30:00,"Away","BOS","ATL","2019-1-19-ATLxBOS","2019-1-19-BOS","2019-1-19-ATL",1.02083333333333,"Atlanta",33.76,-84.42,15.9115178408598,4,0
2019-01-21 18:00:00,"Home","BOS","MIA","2019-1-21-BOSxMIA","2019-1-21-BOS","2019-1-21-MIA",1.9375,"Boston",42.34,-71.02,15.9115178408598,1.91666666666667,16.6675013124343
2019-01-23 19:30:00,"Home","BOS","CLE","2019-1-23-BOSxCLE","2019-1-23-BOS","2019-1-23-CLE",2.0625,"Boston",42.34,-71.02,0,2.27083333333333,10.6946341685913
2019-01-26 20:30:00,"Home","BOS","GSW","2019-1-26-BOSxGSW","2019-1-26-BOS","2019-1-26-GSW",3.04166666666667,"Boston",42.34,-71.02,0,2.02083333333333,6.91121552261251
2019-01-28 19:30:00,"Home","BOS","BRK","2019-1-28-BOSxBRK","2019-1-28-BOS","2019-1-28-BRK",1.95833333333333,"Boston",42.34,-71.02,0,3,3.36382223073694
2019-01-30 19:30:00,"Home","BOS","CHO","2019-1-30-BOSxCHO","2019-1-30-BOS","2019-1-30-CHO",2,"Boston",42.34,-71.02,0,2.02083333333333,12.1332477103206
2019-02-01 19:30:00,"Away","BOS","NYK","2019-2-1-BOSxNYK","2019-2-1-BOS","2019-2-1-NYK",2,"New York",40.67,-73.94,3.36382223073694,2,0
2019-02-03 14:00:00,"Home","BOS","OKC","2019-2-3-BOSxOKC","2019-2-3-BOS","2019-2-3-OKC",1.77083333333333,"Boston",42.34,-71.02,3.36382223073694,1.75,18.9391050474937
